"project","file","id","line","column","original","replacement","coding","temperature"
"q","q.js",1579,1734,27,"void 0","null","Behavioral Change","LLMorpheus"
"q","q.js",1425,1552,37,"arguments","[]","Behavioral Change","LLMorpheus"
"q","q.js",788,967,14,"promise","null","Behavioral Change","LLMorpheus"
"q","q.js",1889,1980,12,"Q.nbind.apply(void 0, args)","Q.nbind.apply(this, args)","Behavioral Change","LLMorpheus"
"q","q.js",1991,2048,14,"object","undefined","Behavioral Change","LLMorpheus"
"q","q.js",1649,1819,19,"fulfilled","progressed","Behavioral Change","LLMorpheus"
"q","q.js",457,570,55,"resolvedPromise","0","Behavioral Change","LLMorpheus"
"q","q.js",1116,1313,25,"isStopIteration","isStopIteration = false","Behavioral Change","LLMorpheus"
"q","q.js",623,767,33,"resolve","reject","Behavioral Change","LLMorpheus"
"q","q.js",100,203,27,"setImmediate.bind(window, flush)","setImmediate.bind(null)","Behavioral Change","LLMorpheus"
"q","q.js",1242,1427,12,"this.dispatch(""get"", [key])","this.dispatch(""set"", [key])","Behavioral Change","LLMorpheus"
"q","q.js",455,570,55,"resolvedPromise","null","Behavioral Change","LLMorpheus"
"q","q.js",1875,1978,28,"arguments","null","Behavioral Change","LLMorpheus"
"spacl-core","src/policymap.ts",173,39,29,"name","name.split(' ')[0]","Behavioral Change","LLMorpheus"
"spacl-core","src/rule.ts",228,69,42,"index++","index += 2","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",81,111,24,"/:.+/","/:.*/","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",41,39,46,"'/'","'/' + '\\' + '\\'","Behavioral Change","LLMorpheus"
"spacl-core","src/rule.ts",185,25,24,"verbs","verbs.values()","Equivalent","LLMorpheus"
"spacl-core","src/rule.ts",194,35,24,"verbs","verbs.slice()","Equivalent","LLMorpheus"
"spacl-core","src/policy.ts",121,48,24,"this.rules","this.rules.slice()","Equivalent","LLMorpheus"
"spacl-core","src/rule.ts",220,65,9,"count > 0","count !== 0","Equivalent","LLMorpheus"
"spacl-core","src/rule.ts",230,71,13,"prop === undefined || match[index + 1] !== prop","prop === null || match[index + 1] !== prop","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",61,90,49,"(acc, seg) => seg + acc","(acc, seg) => seg.concat(acc)","Equivalent","LLMorpheus"
"spacl-core","src/matcher.ts",40,39,46,"'/'","'/' + '\\'","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",39,39,46,"'/'","'\\'","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",20,26,20,"/[^/]:|:\/|:$/","/[^/]:|:\/|:$/g","Equivalent","LLMorpheus"
"spacl-core","src/policy.ts",106,33,30,"path","path.toLowerCase()","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",3,12,20,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$+*-]*$/g","Equivalent","LLMorpheus"
"spacl-core","src/policymap.ts",178,41,24,"path","path.toLowerCase()","Behavioral Change","LLMorpheus"
"spacl-core","src/policymap.ts",149,13,16,"policy.name","policy.name.split(' ')[0]","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",36,39,9,"string.length > 1 && string.endsWith('/')","string.length > 1 && string.endsWith('/') && string.startsWith('/')","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",16,26,9,"spec.match(/[^/]:|:\/|:$/) !== null","spec.match(/[^/]:|:\/|:$/) !== null && spec.match(/[^/]:|:\/|:$/) !== undefined","Equivalent","LLMorpheus"
"spacl-core","src/policy.ts",130,49,24,"path","path.toLowerCase()","Behavioral Change","LLMorpheus"
"spacl-core","src/policymap.ts",147,13,16,"policy.name","policy.name.toLowerCase()","Behavioral Change","LLMorpheus"
"spacl-core","src/policymap.ts",171,39,29,"name","name.toLowerCase()","Behavioral Change","LLMorpheus"
"spacl-core","src/policymap.ts",142,12,26,"policies","policies.filter(policy => policy.name !== 'admin')","Behavioral Change","LLMorpheus"
"spacl-core","src/policymap.ts",161,30,22,"path","path.toLowerCase()","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",21,26,20,"/[^/]:|:\/|:$/","/[^/]:|:\/|:$/i","Behavioral Change","LLMorpheus"
"spacl-core","src/policy.ts",99,18,5,"this.rules.push","this.rules.unshift","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",22,26,20,"/[^/]:|:\/|:$/","/[^/]:|:\/|:$/m","Equivalent","LLMorpheus"
"spacl-core","src/rule.ts",195,35,24,"verbs","verbs.filter(verb => verb !== 'GET')","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",80,111,13,"part.match(/:.+/) !== null","part.match(/:.+/) !== null && part.match(/:.+/) !== undefined","Equivalent","LLMorpheus"
"spacl-core","src/policy.ts",109,33,36,"verb","verb.toLowerCase()","Behavioral Change","LLMorpheus"
"spacl-core","src/rule.ts",203,50,22,"path","path.toLowerCase()","Behavioral Change","LLMorpheus"
"spacl-core","src/policy.ts",101,32,24,"this.rules","this.rules.slice()","Equivalent","LLMorpheus"
"spacl-core","src/rule.ts",192,35,5,"f","for (const verb of verbs.values()) {
  this.verbs[verb] = false;
}","Equivalent","LLMorpheus"
"spacl-core","src/policy.ts",122,48,24,"this.rules","this.rules.filter(rule => rule.matches(path, ctx))","Equivalent","LLMorpheus"
"spacl-core","src/matcher.ts",4,12,20,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$+*-]*$/i","Equivalent","LLMorpheus"
"spacl-core","src/matcher.ts",25,29,9,"spec.match(/^.+\/$/) !== null","spec.match(/^.+\/$/) !== null && spec.match(/^.+\/$/) !== undefined && spec.match(/^.+\/$/) !== ''","Equivalent","LLMorpheus"
"spacl-core","src/matcher.ts",82,111,24,"/:.+/","/:.?/","Behavioral Change","LLMorpheus"
"spacl-core","src/policymap.ts",163,30,28,"verb","verb.toLowerCase()","Behavioral Change","LLMorpheus"
"spacl-core","src/matcher.ts",38,39,30,"string.endsWith","string.indexOf","Behavioral Change","LLMorpheus"
"spacl-core","src/rule.ts",190,35,5,"f","for (let verb of verbs) {
  this.verbs[verb] = false;
}","Equivalent","LLMorpheus"
"spacl-core","src/matcher.ts",24,29,9,"spec.match(/^.+\/$/) !== null","spec.match(/^.+\/$/) !== null && spec.match(/^.+\/$/) !== undefined","Equivalent","LLMorpheus"
"Complex.js","complex.js",239,230,44,"c === '\n'","false","Behavioral Change","Stryker"
"Complex.js","complex.js",956,1068,20,"'re'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",1081,1169,11,"-b / d","-b * d","Behavioral Change","Stryker"
"Complex.js","complex.js",1061,1146,12,"b !== 0","true","Behavioral Change","Stryker"
"Complex.js","complex.js",1048,1139,15,"a * a + b * b","a * a - b * b","Behavioral Change","Stryker"
"Complex.js","complex.js",1170,1283,43,"'im'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",643,612,11,"b === 0 && a > 0","false","Equivalent","Stryker"
"Complex.js","complex.js",1236,1356,11,"this['im'] === 0","true","Behavioral Change","Stryker"
"Complex.js","complex.js",932,1032,11,"'re'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",1056,1143,11,"-b","+b","Behavioral Change","Stryker"
"Complex.js","complex.js",762,816,19,"-1","+1","Behavioral Change","Stryker"
"Complex.js","complex.js",1003,1088,19,"-x['im']","+x['im']","Behavioral Change","Stryker"
"Complex.js","complex.js",916,1011,9,"-2 * sinh(a) * Math.sin(b) / d","-2 * sinh(a) * Math.sin(b) * d","Behavioral Change","Stryker"
"Complex.js","complex.js",912,1007,38,"2 * a","2 / a","Behavioral Change","Stryker"
"Complex.js","complex.js",957,1069,20,"'im'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",953,1053,26,"'re'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",1288,1412,27,"efine([], function()","{}","Behavioral Change","Stryker"
"Complex.js","complex.js",1082,1169,11,"-b","+b","Behavioral Change","Stryker"
"Complex.js","complex.js",699,745,15,"0.5 * cosh(2 * b) - 0.5 * Math.cos(2 * a)","0.5 * cosh(2 * b) + 0.5 * Math.cos(2 * a)","Behavioral Change","Stryker"
"Complex.js","complex.js",988,1082,12,"b !== 0","false","Behavioral Change","Stryker"
"Complex.js","complex.js",83,106,12,"a * Math.sqrt(1 + b * b)","a / Math.sqrt(1 + b * b)","Behavioral Change","Stryker"
"Complex.js","complex.js",1018,1109,15,"a * a","a / a","Behavioral Change","Stryker"
"Complex.js","complex.js",15,44,14,"ar sinh =","Math.sinh && function (x) {
  return Math.abs(x) < 1e-9 ? x : (Math.exp(x) - Math.exp(-x)) * 0.5;
}","Behavioral Change","Stryker"
"Complex.js","complex.js",755,812,13,"b === 1","true","Behavioral Change","Stryker"
"Complex.js","complex.js",290,246,40,"minus % 2","minus * 2","Behavioral Change","Stryker"
"Complex.js","complex.js",198,208,18,"else","{}","Behavioral Change","Stryker"
"Complex.js","complex.js",1051,1140,15,"d !== 0","true","Behavioral Change","Stryker"
"Complex.js","complex.js",866,905,23,"-b","+b","Behavioral Change","Stryker"
"Complex.js","complex.js",987,1082,12,"b !== 0","true","Behavioral Change","Stryker"
"Complex.js","complex.js",991,1084,20,"'re'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",536,480,20,"a === 0","false","Behavioral Change","Stryker"
"Complex.js","complex.js",1036,1128,20,"'re'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",834,879,12,"b !== 0","b === 0","Behavioral Change","Stryker"
"Complex.js","complex.js",1129,1230,24,"'im'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",968,1074,15,"oneMinus * oneMinus + b * b","oneMinus * oneMinus - b * b","Behavioral Change","Stryker"
"Complex.js","complex.js",995,1085,37,"'im'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",150,193,22,"'abs' in a && 'arg' in a","'abs' in a || 'arg' in a","Behavioral Change","Stryker"
"Complex.js","complex.js",47,78,13,"xx * (","xx / (xx * (xx * (xx / 20922789888000 - 1 / 87178291200) + 1 / 479001600) - 1 / 3628800)","Behavioral Change","Stryker"
"Complex.js","complex.js",1005,1098,25,"acoth': function()","{}","Behavioral Change","Stryker"
"Complex.js","complex.js",902,992,9,"-2 * sinh(a)","-2 / sinh(a)","Behavioral Change","Stryker"
"Complex.js","complex.js",860,904,12,"a !== 0","a === 0","Behavioral Change","Stryker"
"Complex.js","complex.js",370,339,11,"this['isInfinite']() || z['isInfinite']()","this['isInfinite']() && z['isInfinite']()","Behavioral Change","Stryker"
"Complex.js","complex.js",1076,1165,23,"b * b","b / b","Behavioral Change","Stryker"
"Complex.js","complex.js",922,1024,12,"'im'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",343,281,35,"'im'","""""","Behavioral Change","Stryker"
"Complex.js","complex.js",1001,1087,17,"f (noIM)","{}","Behavioral Change","Stryker"
"Complex.js","complex.js",518,469,26,"f (z['isZero']())","{}","Behavioral Change","Stryker"
"Complex.js","complex.js",855,901,11,"a / d","a * d","Behavioral Change","Stryker"
"Complex.js","complex.js",80,102,11,"x / y","x * y","Behavioral Change","Stryker"
"Complex.js","complex.js",17,45,12,"Math.abs(x) < 1e-9","true","Behavioral Change","Stryker"
"countries-and-timezones","src/build-country.js",15,13,32,"[]","[""Stryker was here""]","Behavioral Change","Stryker"
"countries-and-timezones","src/build-country.js",18,18,7,"!timezonesMap","true","Behavioral Change","Stryker"
"countries-and-timezones","src/build-country.js",11,12,33,"[]","[""Stryker was here""]","Behavioral Change","Stryker"
"countries-and-timezones","src/index.js",117,56,39,"[]","[""Stryker was here""]","Behavioral Change","Stryker"
"countries-and-timezones","src/index.js",77,17,7,"totalTimezones !== memoizedTimezones","true","Behavioral Change","Stryker"
"countries-and-timezones","src/index.js",139,77,16,"xport default","{}","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",96,97,7,"typeof href == ""undefined"" || href.length < 3 || /^(javascript|mailto:|ftp:)/ig.test(href)","false","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",123,108,38,"""""","""Stryker was here!""","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",151,147,71,"/\/default\.[a-z]+$/","/\/default\.[a-z]$/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",8,12,26,"/^utm_\w+/i","/utm_\w+/i","Equivalent","Stryker"
"crawler-url-parser","crawler-url-parser.js",137,145,51,"""""","""Stryker was here!""","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",112,102,8,"urlMap.has(currentUrl.url)","false","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",150,147,71,"/\/default\.[a-z]+$/","/\/default\.[a-z]+/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",99,97,7,"typeof href == ""undefined"" || href.length < 3","typeof href == ""undefined"" && href.length < 3","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",52,43,42,"/^(?!(?:\w+:)?\/\/)/","/^(?!(?:\w+:)\/\/)/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",7,12,25,"[/^utm_\w+/i, 'ref']","[]","Equivalent","Stryker"
"crawler-url-parser","crawler-url-parser.js",138,146,38,"/\/index\.[a-z]+$/","/\/index\.[a-z]+/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",225,204,12,"""https ://www.npmjs.com/package/electron-window-manager""","""""","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",187,162,57,"/(\/[^\/]*)[\/]?$/","/(\/[^\/]*)[^\/]?$/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",136,144,51,"""""","""Stryker was here!""","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",223,185,21,"f (!module.parent)","{}","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",94,95,14,"$(this).text().trim()","$(this).text()","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",220,185,5,"!module.parent","module.parent","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",27,35,49,"'http://'","""""","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",116,104,9,"!tmpUrl.text.includes(text)","false","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",103,97,37,"href.length < 3","false","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",121,108,23,"text == null","false","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",146,147,38,"/\/index\.[a-z]+$/","/\/index\.[a-z]+/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",6,11,21,"true","false","Equivalent","Stryker"
"crawler-url-parser","crawler-url-parser.js",38,40,43,"''","""Stryker was here!""","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",224,186,14,"""for testing purpose""","""""","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",181,161,57,"/(\/[^\/]*)[\/]?$/","/(\/[^\/]*)[^\/]?$/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",97,97,7,"typeof href == ""undefined"" || href.length < 3 || /^(javascript|mailto:|ftp:)/ig.test(href)","(typeof href == ""undefined"" || href.length < 3) && /^(javascript|mailto:|ftp:)/ig.test(href)","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",50,43,42,"/^(?!(?:\w+:)?\/\/)/","/(?!(?:\w+:)?\/\/)/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",29,36,40,"/#.*$/","/#.$/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",0,5,34,"onst result_normalize_options =","{}","Equivalent","Stryker"
"crawler-url-parser","crawler-url-parser.js",118,105,20,"`${tmpUrl.text} ${text}`","``","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",115,104,9,"!tmpUrl.text.includes(text)","true","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",98,97,7,"typeof href == ""undefined"" || href.length < 3","false","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",149,147,58,"'/'","""""","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",221,185,5,"!module.parent","true","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",117,104,38,"f (!tmpUrl.text.includes(text))","{}","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",114,104,9,"!tmpUrl.text.includes(text)","tmpUrl.text.includes(text)","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",3,8,12,"true","false","Equivalent","Stryker"
"crawler-url-parser","crawler-url-parser.js",45,42,8,"/^\.*\/|^(?!localhost)\w+:/","/^\.*\/|(?!localhost)\w+:/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",100,97,7,"typeof href == ""undefined""","false","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",53,43,42,"/^(?!(?:\w+:)?\/\/)/","/^(?!(?:\w:)?\/\/)/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",215,172,7,"linkurl_subdomain_len < pageurl_subdomain_len","linkurl_subdomain_len <= pageurl_subdomain_len","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",153,147,93,"'/'","""""","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",222,185,5,"!module.parent","false","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",37,40,35,"/#.*$/","/#.$/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",57,47,49,"true","false","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",122,108,23,"text == null","text != null","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",113,102,36,"f (urlMap.has(currentUrl.url))","{}","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",144,146,71,"/\/default\.[a-z]+$/","/\/default\.[^a-z]+$/","Behavioral Change","Stryker"
"crawler-url-parser","crawler-url-parser.js",152,147,71,"/\/default\.[a-z]+$/","/\/default\.[^a-z]+$/","Behavioral Change","Stryker"
"delta","src/Delta.ts",424,291,19,"action === 'retain'","action !== 'retain'","Behavioral Change","Stryker"
"delta","src/AttributeMap.ts",100,97,12,"Object.keys(attributes).length > 0","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",355,243,7,"typeof firstOther.retain === 'number'","typeof firstOther.retain !== 'number'","Behavioral Change","Stryker"
"delta","src/Delta.ts",698,570,5,"typeof module === 'object'","true","Behavioral Change","Stryker"
"delta","src/AttributeMap.ts",74,70,11,"attr[key] !== base[key]","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",691,557,44,"offset < index","false","Behavioral Change","Stryker"
"delta","src/Delta.ts",645,511,13,"typeof thisData =","typeof thisData === 'object' || thisData !== null","Behavioral Change","Stryker"
"delta","src/AttributeMap.ts",25,30,11,"a[key] !== undefined","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",634,507,13,"typeof otherData === 'object'","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",699,570,5,"typeof module === 'object'","false","Behavioral Change","Stryker"
"delta","src/Delta.ts",289,157,9,"index === this.ops.length","false","Behavioral Change","Stryker"
"delta","src/Delta.ts",643,511,13,"typeof thisData === 'object'","typeof thisData === 'object' && thisData !== null || typeof otherData === 'object'","Behavioral Change","Stryker"
"delta","src/AttributeMap.ts",6,14,32,"f (typeof a !== 'object')","{}","Equivalent","Stryker"
"delta","src/Delta.ts",575,448,22,"op.retain && op.attributes","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",362,248,9,"thisIter.peekType() === 'insert'","true","Behavioral Change","Stryker"
"delta","src/OpIterator.ts",773,44,11,"nextOp.retain !== null","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",631,507,13,"typeof otherData === 'object' && otherData !== null","true","Behavioral Change","Stryker"
"delta","src/AttributeMap.ts",41,44,9,"typeof b !== 'object'","false","Equivalent","Stryker"
"delta","src/Delta.ts",657,517,17,"embedType === Object.keys(otherData)[0]","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",189,99,9,"typeof length === 'number'","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",360,248,9,"thisIter.peekType() === 'insert' &","false","Behavioral Change","Stryker"
"delta","src/Delta.ts",359,245,7,,"{}","Behavioral Change","Stryker"
"delta","src/Delta.ts",352,242,7,"firstOther != null","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",701,570,23,"'object'","""""","Behavioral Change","Stryker"
"delta","src/Op.ts",715,18,16,"typeof op.retain === 'object' && op.retain !== null","false","Behavioral Change","Stryker"
"delta","src/Delta.ts",486,349,49,"'with'","""""","Behavioral Change","Stryker"
"delta","src/Delta.ts",654,514,13,"otherData !== null","true","Equivalent","Stryker"
"delta","src/Delta.ts",665,546,47,"false","true","Behavioral Change","Stryker"
"delta","src/Op.ts",719,18,37,"'object'","""""","Behavioral Change","Stryker"
"delta","src/OpIterator.ts",827,94,16,"this.offset === 0","false","Behavioral Change","Stryker"
"delta","src/OpIterator.ts",815,82,9,,"{}","Behavioral Change","Stryker"
"delta","src/Delta.ts",121,23,32,"b === null","false","Equivalent","Stryker"
"delta","src/AttributeMap.ts",11,17,32,"f (typeof b !== 'object')","{}","Equivalent","Stryker"
"delta","src/Delta.ts",158,74,9,"typeof arg === 'string'","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",434,309,13,"!otherIter.hasNext() &&","false","Behavioral Change","Stryker"
"delta","src/AttributeMap.ts",102,97,12,"Object.keys(attributes).length > 0","Object.keys(attributes).length >= 0","Behavioral Change","Stryker"
"delta","src/Delta.ts",363,248,9,"thisIter.peekType() === 'insert'","thisIter.peekType() !== 'insert'","Behavioral Change","Stryker"
"delta","src/Delta.ts",423,291,19,"action === 'retain'","false","Behavioral Change","Stryker"
"delta","src/Delta.ts",171,80,7,"typeof attributes === 'object'","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",470,340,33,"f (this.ops === other.ops)","{}","Behavioral Change","Stryker"
"delta","src/Delta.ts",204,105,7,"typeof attributes === 'object'","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",496,364,24,"Math.min(otherIter.peekLength(), length)","Math.max(otherIter.peekLength(), length)","Behavioral Change","Stryker"
"delta","src/AttributeMap.ts",8,17,9,"typeof b !== 'object'","false","Equivalent","Stryker"
"delta","src/Delta.ts",586,456,51,"op.retain !== null","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",420,281,65,"'retain'","""""","Behavioral Change","Stryker"
"delta","src/Delta.ts",482,349,24,"delta === other","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",442,319,11,"typeof otherOp.delete === 'number'","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",626,498,28,"f (thisOp.delete)","{}","Behavioral Change","Stryker"
"delta","src/Delta.ts",422,291,19,"action === 'retain'","true","Behavioral Change","Stryker"
"delta","src/Delta.ts",649,512,13,"thisData !== null","true","Equivalent","Stryker"
"image-downloader","lib/request.js",36,20,13,"'error'","""""","Behavioral Change","Stryker"
"image-downloader","lib/request.js",35,14,26,"`Status Code: ${res.statusCode}`","``","Behavioral Change","Stryker"
"image-downloader","index.js",22,24,39,"f (!path.isAbsolute(options.dest))","{}","Behavioral Change","Stryker"
"image-downloader","lib/request.js",42,24,9,"'error'","""""","Behavioral Change","Stryker"
"image-downloader","lib/request.js",34,13,26,"'Request Failed.\n'","""""","Behavioral Change","Stryker"
"image-downloader","lib/TimeoutError.js",24,3,11,"'TimeoutError'","""""","Behavioral Change","Stryker"
"image-downloader","index.js",11,10,37,"'The options.dest is required'","""""","Behavioral Change","Stryker"
"image-downloader","index.js",21,24,7,"!path.isAbsolute(options.dest)","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",143,189,13,"!cbs.length","cbs.length","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",82,127,44,"'Empty lines never appear in a healthy database'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",113,166,26,"'drain'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",120,169,13,"this._inFlightWrites <= 0","true","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",34,87,9,"this._queue.size || this._inFlightWrites > 0","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",88,134,36,"f (!('key' in row))","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",122,169,13,"this._inFlightWrites <= 0","this._inFlightWrites < 0","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",71,122,15,"chunk.lastIndexOf('\n') === -1","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",108,156,28,"on('close', () =>","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",92,139,22,"''","""Stryker was here!""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",36,87,29,"this._inFlightWrites > 0","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",114,166,41,"his._writeStream.on('drain', () =>","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",115,167,28,"false","true","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",117,168,11,"!this._queue.size","true","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",119,168,30,"f (!this._queue.size)","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",66,118,21,"'error'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",43,91,9,"this._readStream","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",146,189,51,"'error'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",121,169,13,"this._inFlightWrites <= 0","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",118,168,11,"!this._queue.size","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",79,126,17,"!rowStr","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",46,92,50,"() => this._writeStream.destroy()","() => undefined","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",55,106,55,"his._readStream = fs.createReadStream(this.path,","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",141,189,13,"!cbs.length && err != null","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",98,147,20,"''","""Stryker was here!""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",86,134,19,"!('key' in row)","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",156,193,11,"this._waitForDrain","true","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",74,122,43,"-1","+1","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",80,126,26,"f (!rowStr)","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",124,169,50,"'drain'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",30,70,28,"false","true","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",102,151,15,"buffer.length","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",81,127,25,"'error'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",131,182,9,"!this._queue.size || this._waitForDrain","false","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",107,156,13,"'close'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",105,152,42,"`Corrupted row at the end of the db: ${buffer}`","``","Behavioral Change","Stryker"
