"model","template","temperature","run","project","startLine","startColumn","endLine","endColumn","originalCode","replacement","promptId","completionId","reason","lv"
"mixtral-8x7b-instruct","full","0.0","361","spacl-core",83,23,83,33,"this.verbs","Object.keys(this.verbs).reduce((obj, key) => {
  obj[key] = this.verbs[key];
  return obj;
}, {})",133,132,"for-in/right",87
"mixtral-8x7b-instruct","full","0.0","363","spacl-core",83,23,83,33,"this.verbs","Object.keys(this.verbs).reduce((obj, key) => {
  obj[key] = this.verbs[key];
  return obj;
}, {})",133,132,"for-in/right",87
"codellama-13b-instruct","full","0.0","354","zip-a-folder",122,26,122,68,"fs.promises.access(src, fs.constants.R_OK)","fs.promises.access(src, fs.constants.R_OK | fs.constants.W_OK | fs.constants.X_OK)",15,14,"call/allArgs",40
"codellama-13b-instruct","full","0.0","355","zip-a-folder",122,26,122,68,"fs.promises.access(src, fs.constants.R_OK)","fs.promises.access(src, fs.constants.R_OK | fs.constants.W_OK | fs.constants.X_OK)",15,14,"call/allArgs",40
"codellama-34b-instruct","basic","0.0","390","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{
    src,
    targetFilePath: tarFilePath,
    format: 'tar',
    zipAFolderOptions,
    archiverOptions: {
        gzip: true,
        gzipOptions: {
            level: o.compression,
        },
    },
}",3,2,"call/arg0",137
"codellama-34b-instruct","basic","0.0","391","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{
    src,
    targetFilePath: tarFilePath,
    format: 'tar',
    zipAFolderOptions,
    archiverOptions: {
        gzip: true,
        gzipOptions: {
            level: o.compression,
        },
    },
}",3,2,"call/arg0",137
"codellama-34b-instruct","full","0.0","312","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions: {compression: COMPRESSION_LEVEL.uncompressed}}",3,2,"call/arg0",47
"codellama-34b-instruct","full","0.0","314","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions: {compression: COMPRESSION_LEVEL.uncompressed}}",3,2,"call/arg0",47
"codellama-34b-instruct","full","0.25","352","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions: {customWriteStream: fs.createWriteStream(targetFilePath)}}",3,2,"call/arg0",59
"codellama-34b-instruct","full","0.25","353","zip-a-folder",121,28,121,31,"src","src.split(',').filter((part) => part.includes('*'))",11,10,"call/arg0",48
"codellama-34b-instruct","full","0.5","318","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions: { compression: COMPRESSION_LEVEL.uncompressed }}",3,2,"call/arg0",49
"codellama-34b-instruct","full","0.5","319","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions: {compression: COMPRESSION_LEVEL.uncompressed}}",3,2,"call/arg0",47
"codellama-34b-instruct","full","1.0","342","zip-a-folder",40,12,40,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression === COMPRESSION_LEVEL.uncompressed && o.compression !== COMPRESSION_LEVEL.uncompressed",1,0,"if/test",52
"codellama-34b-instruct","full","1.0","347","zip-a-folder",141,28,141,34,"output","zipArchive.pipe(fs.createWriteStream('/dev/null'))",36,35,"call/arg0",48
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions: {compression: COMPRESSION_LEVEL.uncompressed}}",3,2,"call/arg0",47
"codellama-34b-instruct","full","genericsystemprompt-0.0","385","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions: {compression: COMPRESSION_LEVEL.uncompressed}}",3,2,"call/arg0",47
"codellama-34b-instruct","noexplanation","0.0","372","zip-a-folder",139,31,139,37,"reject","output.emit('error', new Error('Something went wrong'))",33,32,"call/arg1",51
"codellama-34b-instruct","noexplanation","0.0","374","zip-a-folder",139,31,139,37,"reject","output.emit('error', new Error('Something went wrong'))",33,32,"call/arg1",51
"codellama-34b-instruct","noinstructions","0.0","378","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions: {compression: COMPRESSION_LEVEL.uncompressed}}",3,2,"call/arg0",47
"codellama-34b-instruct","noinstructions","0.0","379","zip-a-folder",41,38,41,106,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions: {compression: COMPRESSION_LEVEL.uncompressed}}",3,2,"call/arg0",47
"codellama-34b-instruct","onemutation","0.0","365","zip-a-folder",129,19,129,75,"zipAFolderOptions && zipAFolderOptions.customWriteStream","zipAFolderOptions?.customWriteStream",22,21,"if/test",21
"codellama-34b-instruct","onemutation","0.0","366","zip-a-folder",129,19,129,75,"zipAFolderOptions && zipAFolderOptions.customWriteStream","zipAFolderOptions?.customWriteStream",22,21,"if/test",21
"mixtral-8x7b-instruct","full","0.0","361","zip-a-folder",143,16,143,27,"isGlob(src)","typeof src === 'string' && src.includes('*')",37,36,"if/test",39
"mixtral-8x7b-instruct","full","0.0","362","zip-a-folder",143,16,143,27,"isGlob(src)","typeof src === 'string' && src.includes('*')",37,36,"if/test",39
