project,fileName,line,column,killed.0.0,survived.0.0,timeout.0.0,replacements.0.0,killed.0.25,survived.0.25,timeout.0.25,replacements.0.25,killed.0.5,survived.0.5,timeout.0.5,replacements.0.5,killed.0.75,survived.0.75,timeout.0.75,replacements.0.75,killed.1.0,survived.1.0,timeout.1.0,replacements.1.0
pull-stream,sinks/reduce.js,8,19,3,0,0,"acc + 1
acc.length
acc * 2",3,0,0,"acc + 1
acc * 2
acc - 1",3,0,0,"acc + data
acc * data
acc - data",,,,,2,0,0,"acc + 1
-acc"
pull-stream,sinks/reduce.js,6,6,3,0,0,"acc === null
cb === null
sink === null",3,0,0,"cb === null
acc === null
sink === null",2,1,0,"cb !== undefined
cb.constructor !== Function
typeof cb !== 'function'",,,,,3,0,0,"acc
null
undefined"
pull-stream,sinks/reduce.js,10,5,3,0,0,"cb(err, null)
cb(err, undefined)
cb(err, 0)",3,0,0,"cb(err, undefined)
cb(err, null)
cb(null, err)",3,0,0,"cb(err)
cb(acc)
cb(null)",,,,,3,0,0,"cb(null)
cb(acc)
cb(err)"
pull-stream,sinks/reduce.js,8,24,3,0,0,"null
undefined
acc",3,0,0,"undefined
null
0",3,0,0,"null
undefined
""data""",,,,,3,0,0,"data + 1
acc
undefined"
pull-stream,sinks/reduce.js,10,13,3,0,0,"null
undefined
acc + 1",3,0,0,"null
undefined
acc + 1",3,0,0,"null
undefined
{}",,,,,3,0,0,"acc + 1
acc - 1
acc * 2"
pull-stream,sinks/reduce.js,10,8,3,0,0,"null
undefined
new Error()",3,0,0,"null
new Error()
undefined",3,0,0,"null
undefined
{}",,,,,3,0,0,"null
undefined
""error"""
pull-stream,sinks/reduce.js,12,7,2,1,0,"arguments.length > 2
arguments.length === 3
arguments.length < 2",2,1,0,"arguments.length > 2
arguments.length === 3
arguments.length < 2",2,1,0,"arguments.length > 2
arguments.length !== 2
arguments.length < 2",,,,,2,1,0,"arguments.length > 2
acc !== undefined
arguments.length < 2"
pull-stream,sinks/reduce.js,16,12,2,1,0,"acc === null
sink(source)
end === true",2,1,0,"!end
end !== true
end === true",2,1,0,"!end
end !== true
end === true",,,,,2,1,0,"end !== true
acc - data
acc > data"
pull-stream,sinks/reduce.js,16,24,0,3,0,"null
undefined
acc",0,3,0,"acc
undefined
null",0,2,0,"null
undefined",,,,,0,3,0,"null
undefined
false"
pull-stream,sinks/reduce.js,16,27,0,3,0,"end === false ? null : end
end === null ? null : end
end === undefined ? null : end",0,3,0,"end === false ? null : end
end === true ? null : acc
end === true ? null : sink",0,3,0,"end === true ? null : undefined
end === true ? null : acc
end === true ? null : false",,,,,0,3,0,"end
'end'
false"
pull-stream,sources/count.js,6,8,3,0,0,"end + 1
max
i",3,0,0,"end + 1
end - 1
max",2,1,0,"end + 1
end - 1
end * 2",,,,,2,1,0,"i > max - 1
i < max - 1
end === true"
pull-stream,sources/count.js,7,8,2,1,0,"i < max
i !== max
i >= max",1,2,0,"i < max
i >= max
i == max",2,1,0,"i < max
i % max
i >= max",,,,,2,1,0,"i < max
i = max
i == max"
pull-stream,sources/count.js,6,29,0,3,0,"end + 1
end - 1
end * 2",0,3,0,"end + 1
end - 1
end * 2",0,3,0,"null
undefined
true",,,,,,,,
pull-stream,sources/count.js,8,17,3,0,0,"false
null
undefined",3,0,0,"false
null
undefined",2,1,0,"false
i <= max
i > max",,,,,3,0,0,"false
null
'hello'"
pull-stream,sources/count.js,9,5,2,1,0,"cb(i, i++)
cb(i + 1, i++)
cb(undefined, i++)",1,0,0,"cb(null, i--)",2,1,0,"cb(i, i++)
cb(i + 1, i++)
cb(undefined, i++)",,,,,,,,
pull-stream,sources/count.js,9,14,2,1,0,"i--
i = max
max--",2,1,0,"i--
i = 0
max--",3,0,0,"i--
i + 1
i * 2",,,,,1,2,0,"cb(null, max)
i = i + 2
i = max + 1"
pull-stream,sources/count.js,9,8,0,3,0,"undefined
0
NaN",0,3,0,"undefined
0
''",0,3,0,"undefined
0
''",,,,,1,1,0,"Infinity
undefined"
pull-stream,sources/error.js,5,8,3,0,0,"null
undefined
0",3,0,0,"null
undefined
0",3,0,0,"null
undefined
0",,,,,3,0,0,"undefined
null
'error'"
pull-stream,sources/infinite.js,5,8,0,1,2,"end * 2
end + 1
end - 1",0,1,2,"end * 2
end + 1
end - 1",0,1,2,"end * 2
end + 1
end - 1",,,,,0,2,1,"end === 0
cb === undefined
end == null"
pull-stream,sources/infinite.js,5,29,0,2,1,"end + 1
end * 2
end - 1",0,0,3,"null
undefined
0",0,1,2,"end + 1
end - 1
null",,,,,0,1,2,"end + 1
end - 1
null"
pull-stream,sources/infinite.js,6,12,2,1,0,"cb(undefined, generate())
cb(null, generate() + 1)
cb(null, generate() * 2)",2,1,0,"cb(null, generate() + 1)
cb(null, generate() * 2)
cb(undefined, generate())",1,1,1,"cb(generate(), null)
cb(undefined, generate())
cb(null, generate)",,,,,0,3,0,"cb(undefined, generate())
cb(0, generate())
cb("""", generate())"
pull-stream,sources/infinite.js,6,15,1,2,0,"""foo""
undefined
NaN",0,3,0,"undefined
NaN
''",0,3,0,"undefined
false
0",,,,,2,1,0,"undefined
{}
Object.create(null)"
pull-stream,sources/infinite.js,6,21,0,3,0,"generate(1)
generate(null)
generate(undefined)",1,0,0,generate + 1,3,0,0,"generate - 1
generate + 1
generate * 2",,,,,0,1,0,generate(end)
pull-stream,sources/empty.js,5,8,0,0,3,"false
null
undefined",0,0,3,"false
null
undefined",0,0,3,"false
null
undefined",,,,,1,0,2,"""string""
false
null"
pull-stream,sources/keys.js,4,29,3,0,0,"object.keys()
Object.values(object)
Object.entries(object)",3,0,0,"object.keys()
object.values()
object.entries()",3,0,0,"object.keys()
Object.values(object)
Object.entries(object)",,,,,3,0,0,"object.keys()
object.values()
object[Symbol.iterator]()"
pull-stream,sources/once.js,6,8,0,1,2,"abort && value
!abort
abort || value",0,1,2,"abort && value
!abort
value == null",0,1,2,"abort && value
!abort
abort || value",,,,,0,1,2,"abort !== null
!abort
abort !== true"
pull-stream,sources/once.js,7,14,0,2,0,"abortCb(cb, onAbort, abort)
abortCb(cb, abort, onAbort, null)",0,3,0,"abort
onAbort
cb",0,3,0,"0
1
null",,,,,0,3,0,"abort
_value
0"
pull-stream,sources/once.js,7,22,0,3,0,"abortCb(null, abort, onAbort)
abortCb(undefined, abort, onAbort)
abortCb(false, abort, onAbort)",0,3,0,"abort
null
undefined",0,2,0,"cb(null, null)
cb(true, value)",,,,,0,3,0,"abort
foo
cbCb"
pull-stream,sources/once.js,7,26,0,3,0,"!abort
abort + 1
abort - 1",0,3,0,"!abort
abort + 1
abort - 1",0,2,0,"!abort
abort + 1",,,,,0,3,0,"abort && onAbort
onAbort && abort
onAbort && !abort"
pull-stream,sources/once.js,7,33,0,3,0,"onAbort()
onAbort.call(this)
onAbort.apply(this, arguments)",0,3,0,"onAbort()
onAbort.call(this)
onAbort.apply(this, arguments)",0,3,0,"null
onAbort()
undefined",,,,,0,3,0,"onAbort.call(this)
onAbort.call(this, cb)
onAbort.call(this, abort, cb)"
pull-stream,sources/once.js,8,8,2,1,0,"value === null
value == null
value !== null",2,1,0,"value === null
value !== null
value == null",2,1,0,"value === null
value !== null
value == null",,,,,2,1,0,"value === null
value !== null
value == null"
pull-stream,sources/once.js,10,7,3,0,0,"value + 1
_value
null",3,0,0,"_value
null
undefined",3,0,0,"_value
_value + 1
_value * 2",,,,,3,0,0,"cb(false)
cb(undefined)
cb('null')"
pull-stream,sources/once.js,10,10,0,3,0,"undefined
0
''",0,3,0,"undefined
''
0",0,3,0,"undefined
0
''",,,,,0,3,0,"undefined
0
''"
pull-stream,sources/once.js,10,16,2,0,0,"_value + 1
onAbort",3,0,0,"_value + 1
_value - 1
_value * 2",2,0,0,"_value + 1
null",,,,,3,0,0,"_value + 1
null
undefined"
pull-stream,sources/once.js,12,10,0,0,3,"false
null
undefined",0,1,2,"!value
false
null",0,0,3,"false
null
undefined",,,,,0,0,3,"false
value
onAbort"
pull-stream,sources/values.js,5,6,1,2,0,"array.length === 1
array.length === 0
array.length < 0",1,2,0,"array.length === 1
array.length === 0
array.length < 0",2,1,0,"array.length > 0
array.length === 1
array.length === 0",,,,,0,3,0,"array === null
false
i == 0"
pull-stream,sources/values.js,7,10,0,3,0,"!abort
abort === true
abort !== false",0,3,0,"!abort
abort === true
abort !== false",0,3,0,"!abort
abort === true
abort !== false",,,,,0,3,0,"false
i
array.length"
pull-stream,sources/values.js,7,24,0,2,0,"abortCb(cb, abort, onAbort())
abortCb(cb, abort, onAbort(cb))",0,2,0,"abortCb(cb, abort, onAbort())
abortCb(cb, abort, onAbort(null))",0,2,0,"abortCb(cb, null, onAbort)
abortCb(cb, abort, null)",,,,,0,3,0,"abortCb(cb, onAbort, abort)
abortCb(abort, cb, onAbort)
abortCb(onAbort, abort, cb)"
pull-stream,sources/values.js,7,32,0,3,0,"null
undefined
() => {}",0,3,0,"null
undefined
function () {}",0,3,0,"null
undefined
() => {}",,,,,0,3,0,"null
'foo'
undefined"
pull-stream,sources/values.js,7,36,0,3,0,"abort + 1
abort - 1
!abort",0,3,0,"abort + 1
abort - 1
!abort",0,3,0,"null
undefined
false",,,,,0,3,0,"!abort
abort === false
!abort === true"
pull-stream,sources/values.js,7,43,0,3,0,"onAbort()
onAbort.call(this)
onAbort.apply(this, arguments)",0,3,0,"onAbort + 1
onAbort(null)
onAbort.bind(null)",0,3,0,"onAbort()
onAbort.call(this)
onAbort.apply(this, arguments)",,,,,0,2,0,"null
undefined"
pull-stream,sources/values.js,8,17,0,3,0,"false
null
array.length",0,3,0,"false
null
array[i++]",0,3,0,"false
null
array.length",,,,,,,,
pull-stream,sources/values.js,10,21,1,2,0,"array.length - 1
array[0]
array.slice(1)",1,2,0,"array.length - 1
array[0]
array.slice(1)",0,3,0,"array.length - 1
array[Math.floor(Math.random() * array.length)]
null",,,,,0,2,0,"array + 1
array[0]"
pull-stream,sources/values.js,11,25,3,0,0,"array.length
array[0]
array.slice(1)",3,0,0,"array.length
array.slice(0)
array.filter(function (x) {
  return x !== undefined;
})",3,0,0,"array.length
array.slice()
array.filter(function (x) {
  return x !== undefined;
})",,,,,3,0,0,"array.length
array[0]
array.splice(0, 1)"
pull-stream,sources/values.js,16,8,1,0,2,"abort === true
!abort
abort !== false",1,1,1,"abort || onAbort
abort && onAbort
!abort",1,0,1,"abort || onAbort
!abort",,,,,1,1,1,"abort || abortCb && abortCb()
abort && abortCb
abort || abortCb"
pull-stream,sources/values.js,17,14,2,0,0,"abortCb(cb, abort, onAbort())
abortCb(cb, abort, onAbort(abort))",2,0,0,"abortCb(cb, abort, onAbort(abort))
abortCb(cb, abort, onAbort(cb))",2,0,0,"abortCb(onAbort, abort, cb)
abortCb(abort, cb, onAbort)",,,,,3,0,0,"abortCb(cb(abort), abort, onAbort)
abortCb(cb(null, abort), abort, onAbort)
abortCb(cb(abort, onAbort), abort, onAbort)"
pull-stream,sources/values.js,17,22,3,0,0,"null
undefined
function () {}",3,0,0,"null
undefined
function () {}",3,0,0,"abortCb(null, abort, onAbort)
abortCb(abort, onAbort)
abortCb(cb, abort, onAbort)",,,,,2,0,0,"undefined
null"
pull-stream,sources/values.js,17,26,3,0,0,"abort + 1
abort - 1
!abort",3,0,0,"abort + 1
abort - 1
!abort",2,1,0,"abort + 1
!abort
abort || true",,,,,3,0,0,"abortCb(cb, abort, onAbort)
array.length
null"
pull-stream,sources/values.js,10,6,0,0,3,"Array.isArray(array)
array.length === 0
array.length > 0",1,0,2,"array.indexOf(array[i]) === -1
Array.isArray(array)
array.length === 0",0,0,2,"Array.isArray(array)
array.length === 0",,,,,0,1,2,"typeof array === 'object'
Array.isArray(array)
array.length === 0"
pull-stream,sources/values.js,18,8,3,0,0,"i < array.length
i % array.length === 0
i > array.length",3,0,0,"i < array.length
i % array.length === 0
i === array.length - 1",2,1,0,"i < array.length
i > array.length
i == array.length",,,,,2,0,1,"i < array.length
i <= 0
array.length === 0"
pull-stream,sources/values.js,17,33,3,0,0,"onAbort()
onAbort.call(this)
onAbort.apply(this, arguments)",3,0,0,"onAbort()
onAbort.call(this)
onAbort.apply(this, arguments)",3,0,0,"onAbort()
onAbort.call()
onAbort.apply()",,,,,3,0,0,"onAbort()
array.length
onAbort.bind(null, array)"
pull-stream,sources/values.js,21,7,2,1,0,"cb(array[i++], null)
cb(array[i++], array[i++])
cb(undefined, array[i++])",2,1,0,"cb(array[i++], null)
cb(array[i++], array[i++])
cb(undefined, array[i++])",2,1,0,"cb(array[i++], null)
cb(array[i++], array[i++])
cb(undefined, array[i++])",,,,,3,0,0,"[i++]
[i + 1]
[i + array.length]"
pull-stream,sources/values.js,21,10,0,3,0,"undefined
0
''",0,3,0,"undefined
0
''",0,1,0,undefined,,,,,,,,
pull-stream,sources/values.js,19,10,0,0,3,"false
null
undefined",0,0,3,"false
null
undefined",1,0,2,"array.length
false
null",,,,,0,2,1,"array.length > 0
!array.includes(array[i])
false"
pull-stream,sources/values.js,21,16,0,0,3,"array[i--]
array[i + 1]
array[i * 2]",0,0,2,"array[i + 1]
array[i * 2]",0,0,3,"array[i--]
array[i + 1]
array[i * 2]",,,,,1,0,1,"array[i++ + 1]
array[i + 1]"
pull-stream,throughs/async-map.js,7,6,1,2,0,"map === null
map.length === 0
map.hasOwnProperty('length')",0,3,0,"map == null
map.length === 0
map.size === 0",2,1,0,"map !== null
map !== undefined
map === null",,,,,3,0,0,"map = null
map = !map
map = true"
pull-stream,throughs/async-map.js,8,9,1,0,0,!prop,3,0,0,"!prop
prop + 1
prop * 2",3,0,0,"!prop
prop + 1
prop * 2",,,,,,,,
pull-stream,throughs/async-map.js,8,14,3,0,0,"map + 1
map * 2
map - 1",3,0,0,"map - 1
map + 1
map * 2",3,0,0,"map + 1
map - 1
map * 2",,,,,1,0,0,"map(data, function (err, data) {
  busy = false;
  if (aborted) {
    cb(aborted);
    abortCb && abortCb(aborted);
  } else if (err) next(err, cb);else cb(null, data);
})"
pull-stream,throughs/async-map.js,12,26,1,0,0,abortCb,3,0,0,"abort
null
undefined",3,0,0,"abort
aborted
null",,,,,2,0,0,"undefined
null"
pull-stream,throughs/async-map.js,12,10,0,1,2,"aborted && false
!aborted
aborted || true",0,0,3,"!aborted
aborted !== true
aborted !== false",0,2,1,"aborted && true
aborted || false
!aborted",,,,,0,2,1,"undefined
false
!aborted"
pull-stream,throughs/async-map.js,12,29,0,3,0,"null
undefined
false",0,3,0,"null
undefined
false",0,3,0,"null
undefined
new Error('aborted')",,,,,1,2,0,"aborted()
undefined
null"
pull-stream,throughs/async-map.js,15,12,1,2,0,"busy
!busy && abort
abort && !busy",1,1,0,"busy
!busy && !aborted",1,2,0,"busy
!aborted
!busy && !aborted",,,,,1,2,0,"busy
!aborted
false"
pull-stream,throughs/async-map.js,13,10,0,1,2,"abort && true
!abort
abort + 1",0,2,1,"abort && true
abort || false
!abort",1,1,1,"abort && null
abort || null
!abort",,,,,1,0,1,"abort && false
!abort"
pull-stream,throughs/async-map.js,18,11,1,0,0,abortCb,3,0,0,"abort
null
undefined",3,0,0,"abort
undefined
null",,,,,2,0,0,"null
undefined"
pull-stream,throughs/async-map.js,18,14,3,0,0,"null
undefined
0",2,0,0,"null
undefined",3,0,0,"null
new Error('abort')
abort.message",,,,,2,1,0,"abort.indexOf('error') !== -1 ? abort : null
abort.includes('error') ? abort : null
abort.length !== 0 ? abort : null"
pull-stream,throughs/async-map.js,22,14,3,0,0,"!busy
busy === false
busy !== true",3,0,0,"busy || true
busy && false
!busy",2,1,0,"!busy
busy !== true
busy === true",,,,,,,,
pull-stream,throughs/async-map.js,23,16,1,0,0,abortCb,,,,,3,0,0,"abortCb
null
undefined",,,,,1,0,0,busy = false
pull-stream,throughs/async-map.js,23,19,3,0,0,"null
undefined
0",3,0,0,"null
undefined
abort()",2,1,0,"null
!abort
true",,,,,2,1,0,"null
undefined
""error"""
pull-stream,throughs/async-map.js,28,14,1,0,2,"end + 1
!end
end - 1",1,0,2,"end || data
end && data
end ? data : null",1,0,2,"end || data
end && data
data && end",,,,,0,0,2,"data
end && data"
pull-stream,throughs/async-map.js,28,19,1,0,0,abortCb,,,,,3,0,0,"abortCb
null
undefined",,,,,2,0,0,"undefined
null"
pull-stream,throughs/async-map.js,29,19,1,1,0,"!aborted
aborted && true",1,2,0,"!aborted
aborted && true
aborted || false",3,0,0,"!aborted
aborted && false
err || aborted",,,,,3,0,0,"aborted()
aborted.toString()
!aborted"
pull-stream,throughs/async-map.js,29,28,1,0,0,abortCb,1,0,0,abortCb,3,0,0,"abortCb
null
undefined",,,,,,,,
pull-stream,throughs/async-map.js,29,31,2,1,0,"null
undefined
new Error('aborted')",2,1,0,"null
undefined
aborted + 1",2,1,0,"aborted()
null
aborted.message",,,,,2,1,0,"null
undefined
{}"
pull-stream,throughs/async-map.js,34,18,3,0,0,"!aborted
aborted && err
err || aborted",3,0,0,"!aborted
aborted && err
err || aborted",3,0,0,"!aborted
aborted && err
aborted || err",,,,,2,0,0,"aborted && abortCb
aborted !== null"
pull-stream,throughs/async-map.js,35,20,3,0,0,"null
undefined
new Error('aborted')",3,0,0,"null
undefined
false",3,0,0,"null
undefined
false",,,,,2,0,0,"null
new Error('Aborted')"
pull-stream,throughs/async-map.js,36,36,2,1,0,"null
undefined
new Error()",2,1,0,"null
undefined
new Error()",3,0,0,"null
undefined
''",,,,,1,1,0,"false
true"
pull-stream,throughs/async-map.js,38,23,3,0,0,"!err
err && false
err || true",2,1,0,"!err
err.code
err && err.message",3,0,0,"!err
err && data
err || data",,,,,3,0,0,"`err && err.message === 'something'`
`!err`
`err.code === 404`"
pull-stream,throughs/async-map.js,28,22,0,0,3,"null
undefined
false",0,0,3,"null
undefined
false",0,0,3,"null
undefined
false",,,,,,,,
pull-stream,throughs/async-map.js,38,28,3,0,0,"next(err, null)
next(null, cb)
next(err, function () {})",3,0,0,"next(null, cb)
next(err, null)
next(null, null)",3,0,0,"null
undefined
false",,,,,3,0,0,"next(err, null)
next(null, cb)
next(undefined, cb)"
pull-stream,throughs/async-map.js,38,34,3,0,0,"undefined
null
0",3,0,0,"undefined
null
0",3,0,0,"null
undefined
''",,,,,3,0,0,"!err
err = new Error('Some error')
err.message"
pull-stream,throughs/async-map.js,38,39,3,0,0,"null
undefined
() => {}",3,0,0,"null
undefined
function () {}",3,0,0,"null
() => {
  throw new Error('test error');
}
undefined",,,,,3,0,0,"0
null
undefined"
pull-stream,throughs/async-map.js,39,20,3,0,0,"null
undefined
0",3,0,0,"cb(undefined)
cb(null, undefined)
cb(null, data.length)",2,0,0,"null
abortCb",,,,,2,1,0,"cb(null, null)
cb(null, data + 1)
cb(undefined, data)"
pull-stream,throughs/async-map.js,39,29,3,0,0,"undefined
null
0",3,0,0,"null
undefined
{}",3,0,0,"undefined
null
0",,,,,3,0,0,"Data
null
undefined"
pull-stream,throughs/async-map.js,39,23,0,3,0,"undefined
0
''",0,3,0,"0
undefined
''",0,3,0,"undefined
0
false",,,,,1,1,0,"true
undefined"
pull-stream,throughs/filter-not.js,7,10,1,0,0,tester.not,1,0,0,tester.not,,,,,,,,,2,0,0,"!tester
tester.prop"
pull-stream,throughs/filter-not.js,7,17,2,0,1,"test(data)
test(data, data)
!test",2,0,1,"test(data)
test(data, data)
!test",2,0,1,"test.call(null)
test.bind(null)
!test",,,,,3,0,0,"test(data)
test.call(this, data)
test.bind(null, data)()"
pull-stream,throughs/filter-not.js,8,10,1,0,0,filterNot,1,0,0,filterNot,,,,,,,,,,,,
pull-stream,throughs/filter-not.js,8,17,3,0,0,"function (data) {
  return test(data);
}
function (data) {
  return test(data) && data.length > 0;
}
function (data) {
  return test(data) || data.length === 0;
}",3,0,0,"function (data) {
  return test(data);
}
function (data) {
  return test(data) ? data : !test(data);
}
function (data) {
  return test(data) && data;
}",2,0,0,"function (data) {
  return test(data);
}
function (data) {
  return test(data) ? true : false;
}",,,,,2,1,0,"function (data) {
  return !!test(data);
}
function (data) {
  return test(data) || false;
}
function (data) {
  return data.hasOwnProperty('test') ? test(data) : !test(data);
}"
pull-stream,throughs/filter-not.js,8,43,2,1,0,"!test
test && false
test || true",1,0,0,test + 1,2,1,0,"!test
test && false
test || true",,,,,1,0,0,!test
pull-stream,throughs/filter-not.js,8,48,2,0,0,"data.name
data.age",1,1,1,"!data
data + 1
data.length",1,1,1,"!data
data + 1
data * 2",,,,,3,0,0,"data && !test(data)
data !== test(data)
test(data) ? !data : data"
pull-stream,throughs/filter.js,7,17,3,0,0,"!test
test(data)
test(data, data)",3,0,0,"test(data)
!test
test(data, data)",3,0,0,"!test
test(data, end)
test(data, end, cb)",,,,,2,0,1,"test.toLowerCase()
function () {
  return test;
}
test + ""hello"""
pull-stream,throughs/filter.js,11,13,2,0,1,"!loop
loop && false
loop || true",2,0,1,"!loop
loop && false
loop || true",2,1,0,"!loop
loop && false
loop || false",,,,,,,,
pull-stream,throughs/filter.js,15,23,1,1,0,"test && false
test || true",1,1,0,"test && false
test || true",2,1,0,"!test
test && false
test || false",,,,,1,0,0,!test
pull-stream,throughs/filter.js,15,28,1,0,2,"data + 1
data.length
data[0]",1,0,2,"data + 1
data * 2
data.length",1,0,2,"data.toUpperCase()
data.length
data[0]",,,,,0,0,3,"'testing'
null
undefined"
pull-stream,throughs/filter.js,16,41,0,2,0,"loop = true
sync = false",0,3,0,"next(end, data)
next(end, null)
next(end, undefined)",0,2,0,"next(end, null)
next(end, function () {})",,,,,0,3,0,"next(end, read)
next(end, test)
next(end, data)"
pull-stream,throughs/filter.js,15,14,0,0,3,"end && test(data)
!end || test(data)
end && !test(data)",0,0,3,"end && test(data)
!end || test(data)
end || !test(data)",0,0,2,"end && test(data)
!end || test(data)",,,,,0,0,2,"end || test(data)
test(data) !== end"
pull-stream,throughs/filter.js,16,46,0,3,0,"end + 1
end - 1
end * 2",0,3,0,"end + 1
end - 1
end * 2",0,3,0,"end + 1
end - 1
null",,,,,0,3,0,"end && data
end || data
end ? data : null"
pull-stream,throughs/filter.js,16,51,0,3,0,"cb(end, data)
cb(end, data + 1)
cb(end, data * 2)",0,3,0,"null
function () {}
undefined",0,3,0,"null
undefined
false",,,,,,,,
pull-stream,throughs/filter.js,17,11,3,0,0,"cb(end, null)
cb(end, data.length)
cb(end, data[0])",2,0,0,"cb(end, !data)
cb(end, data + 1)",3,0,0,"cb(end, null)
cb(end, undefined)
cb(end, ""foo"")",,,,,2,0,0,"!cb
null"
pull-stream,throughs/filter.js,17,14,3,0,0,"!end
end + 1
end - 1",3,0,0,"!end
end + 1
end - 1",0,0,3,"null
undefined
false",,,,,3,0,0,"end - 1
end + 1
cb(end, data)"
pull-stream,throughs/filter.js,17,19,3,0,0,"null
undefined
''",3,0,0,"null
undefined
data + 1",3,0,0,"!data
data + 1
data.length",,,,,3,0,0,"null
undefined
''"
pull-stream,throughs/flatten.js,11,11,3,0,0,"!abort
abort || true
abort && false",3,0,0,"!abort
abort && false
abort || true",3,0,0,"!abort
abort || true
abort && false",,,,,3,0,0,"!abort
abort && !values(stream).length
abort || !stream"
pull-stream,throughs/flatten.js,13,11,0,2,0,"read(err && abort, cb)
read(err || !abort, cb)",1,2,0,"read(err ? abort : cb)
read(err && abort, cb)
read(err || !abort, cb)",1,1,0,"read(err && abort, cb)
read(err ? abort : cb)",,,,,1,2,0,"read(err || cb)
read(null || abort, cb)
read(err && abort, cb)"
pull-stream,throughs/flatten.js,13,16,0,3,0,"err && abort
err ? abort : null
err || !abort",0,3,0,"err && abort
!err || abort
err ? abort : null",1,2,0,"err ^ abort
err && abort
!err || abort",,,,,1,2,0,"!err && !abort
null || abort
err ? abort : null"
pull-stream,throughs/flatten.js,13,30,3,0,0,"null
undefined
function () {}",3,0,0,"null
undefined
function () {}",3,0,0,"null
undefined
function () {}",,,,,3,0,0,"read
null
function () {}"
pull-stream,throughs/flatten.js,14,14,3,0,0,"read(abort, null)
read(abort, function () {})
read(null, cb)",3,0,0,"read(abort, null)
read(cb, abort)
read(null, cb)",2,0,0,"read(null, cb)
read(abort, null)",,,,,1,0,0,abort
pull-stream,throughs/flatten.js,14,19,2,1,0,"null
undefined
true",3,0,0,"null
false
undefined",3,0,0,"undefined
null
false",,,,,3,0,0,"null
undefined
false"
pull-stream,throughs/flatten.js,14,26,3,0,0,"cb(null, data)
cb(err)
cb(null, null)",3,0,0,"cb(null, data)
cb(err)
cb(data)",3,0,0,"null
undefined
0",,,,,3,0,0,"read(true, cb)
cb(err)
read(err, cb)"
pull-stream,throughs/flatten.js,16,15,2,1,0,"!_read
_read.length
_read + 1",1,2,0,"_read && _read.length
_read && _read.length > 0
_read && _read.length === 0",3,0,0,"_read === null
_read !== null
_read.length === 0",,,,,3,0,0,"!_read
~_read
_read === true"
pull-stream,throughs/flatten.js,16,22,1,0,0,nextStream,2,0,0,"nextStream
null",1,0,0,nextStream,,,,,1,0,0,nextStream
pull-stream,throughs/flatten.js,22,17,3,0,0,"err == false
!err
err !== true",3,0,0,"err == false
err != true
!err",2,1,0,"err !== true
err == true
err === false",,,,,3,0,0,"err != true
!err
err === false"
pull-stream,throughs/flatten.js,25,18,1,0,2,"new Error()
null
undefined",1,0,2,"new Error()
null
undefined",1,0,2,"new Error('different error message')
null
undefined",,,,,1,0,2,"true
null
false"
pull-stream,throughs/flatten.js,28,16,2,1,0,"cb(undefined, data)
cb(null, null)
cb(data, null)",2,1,0,"cb(undefined, data)
cb(null, undefined)
cb(null, data.length)",2,1,0,"cb(undefined, data)
cb(null, null)
cb(data, null)",,,,,1,1,0,"cb(undefined, data)
cb(null, data.length)"
pull-stream,throughs/flatten.js,28,19,0,3,0,"undefined
0
''",0,3,0,"undefined
0
''",1,2,0,"undefined
true
false",,,,,1,2,0,"undefined
false
new Error()"
pull-stream,throughs/flatten.js,21,15,0,0,3,"!err
err === false
err !== true",0,0,3,"!err
err === false
err !== true",0,0,3,"err && err === true
err === 'true'
!err",,,,,0,0,3,"!err
err === false
null"
pull-stream,throughs/flatten.js,28,25,3,0,0,"undefined
data.length
null",3,0,0,"null
undefined
''",3,0,0,"undefined
data + 1
null",,,,,2,1,0,"null
[data]
data || []"
pull-stream,throughs/flatten.js,34,14,3,0,0,"!end
end && stream
end || stream",1,2,0,"!end
end && true
end || false",3,0,0,"!end
end && false
end || true",,,,,3,0,0,"!end
null
false"
pull-stream,throughs/flatten.js,35,20,2,0,0,"null
undefined",2,0,0,"null
undefined",,,,,,,,,3,0,0,"null
undefined
read"
pull-stream,throughs/flatten.js,35,23,0,1,2,"true
null
undefined",0,1,2,"true
null
undefined",1,1,1,"end && cb(null, data)
end || cb(null, data)
!end",,,,,0,1,2,"true
null
false"
pull-stream,throughs/flatten.js,36,14,3,0,0,"stream && 'function' === typeof stream
stream && 'object' === typeof stream.value
stream && 'function' === typeof stream.value",3,0,0,"stream && 'function' === typeof stream
stream && 'object' === typeof stream.value
stream && 'function' === typeof stream.value",3,0,0,"stream && 'array' === typeof stream
stream && 'function' === typeof stream
stream && 'number' === typeof stream",,,,,2,0,0,"'object' !== typeof stream && stream
!stream || 'object' !== typeof stream"
pull-stream,throughs/flatten.js,37,22,1,0,0,stream.values,2,0,0,"stream.values
stream.once",1,0,0,stream.values,,,,,,,,
pull-stream,throughs/flatten.js,37,29,1,0,0,stream.pipe(null),,,,,2,0,0,"null
undefined",,,,,3,0,0,"null
undefined
0"
pull-stream,throughs/flatten.js,38,20,3,0,0,"'function' === typeof stream
stream instanceof Array
stream.length > 0",2,1,0,"'function' === typeof stream
stream instanceof Function
typeof stream !== 'function'",3,0,0,"'function' === typeof stream
stream instanceof Function
typeof stream === 'function'",,,,,3,0,0,"'string' !== typeof stream
stream === null
typeof stream !== 'undefined'"
